Comment l'étudiant est noté ?	L'évaluation se fait par examens, TP notés et Projets à rendre.
Comment se fait l'évaluation ?	L'évaluation se fait par examens, TP notés et Projets à rendre.
Comment est-on évalués ?	L'évaluation se fait par examens, TP notés et Projets à rendre.
l’évaluation a lieu de manière régulière ou en fin de semestre ?	L'évaluation se fait par examens, TP notés et Projets à rendre.
Les matières sont en controle continu ?	L'évaluation se fait par examens, TP notés et Projets à rendre.

Est ce que les projets sont une part importante de l'évaluation ?	Les projets comptent entre 20% et 50% de la note dans chaque UE.
Les projets comptent pour beaucoup ?	Les projets comptent entre 20% et 50% de la note dans chaque UE.
Pour combien comptent les projets dans la note ?	Les projets comptent entre 20% et 50% de la note dans chaque UE.
Est ce qu'on est uniquement notés par projets ?	Les projets comptent entre 20% et 50% de la note dans chaque UE.

Faut il valider toutes les matières pour valider le master parcours Mathématiques ?	Non, du moment que la moyenne est au dessus de 10 pour les matières et pour le stage.
Est-ce qu'il faut valider toutes les matières en parcours Mathématiques ?	Non, du moment que la moyenne est au dessus de 10 pour les matières et pour le stage.

Les partiels sont-ils durs ?	En étant régulier et sérieux, vous devriez vous en sortir.
Les partiels sont-ils difficile ?	En étant régulier et sérieux, vous devriez vous en sortir.

Il y a des rattrapages ?	Cela dépend des matières.
Est-ce qu'il y a des rattrapages ?	Cela dépend des matières.

Il y a des comptes rendus et rapports à rendre ?	Oui, une fois les TPs ou projets achevés.
Doit-on rédiger des comptes rendus et rapports ?	Oui, une fois les TPs ou projets achevés.

Les matières se compensent-elles entre elles ?	Oui.
Est-ce que les cours se compensent ?	Oui.

Faut il valider toutes les matières pour valider le master ?	Cela dépend des parcours.
Est-ce qu'il faut valider toutes les matières ?	Cela dépend des parcours.
