Oui	D'accord, comment puis-je vous aider ?
Non	D'accord, comment puis-je vous aider ?
Non, je viens de UNK_Token	D'accord, comment puis-je vous aider ?
Le parcours Token_parcours	D'accord, comment puis-je vous aider ?
Token_parcours	D'accord, comment puis-je vous aider ?
Oui, j'ai étudié à UNK_Token	D'accord, comment puis-je vous aider ?
Non, je suis de UNK_Token	D'accord, comment puis-je vous aider ?
Je ne sais pas	D'accord, comment puis-je vous aider ?
je suis UNK_Token	D'accord, comment puis-je vous aider ?
Math	D'accord, comment puis-je vous aider ?
Info	D'accord, comment puis-je vous aider ?
